0, 0, -0.483096315, 0.875567216
0, 1, 0.139847784, 1.657833571
0, 2, 0.560964064, 2.564840229
0, 3, 1.111926397, 3.399370341
0, 4, 1.754395053, 4.165682305
0, 5, 1.347164115, 3.252357082
0, 6, 0.634321976, 2.55103256
0, 7, 0.483604272, 3.539609402
0, 8, 0.186402015, 4.494423949
0, 9, 0.295587692, 3.500402577
0, 10, -0.662564421, 3.21414303
0, 11, -1.02162562, 2.280829012
0, 12, -1.453045506, 1.37867776
0, 13, -1.80275294, 2.31553672
0, 14, -2.588060962, 1.69643147
0, 15, -2.357276431, 0.723426588
0, 16, -3.260266644, 1.153087705
0, 17, -2.607916343, 1.911005302
0, 18, -1.970191466, 2.68126953
0, 19, -2.743010463, 2.046643028
0, 20, -2.912316625, 3.032206533
0, 21, -1.928665643, 3.212291921
0, 22, -1.598229061, 4.156120118
0, 23, -0.91680767, 4.888011427
0, 24, 0.082912289, 4.864347027
0, 25, -0.88522208, 5.114778341
0, 26, -1.038305802, 4.126565118
0, 27, -1.445221212, 3.213099273
0, 28, -2.376598084, 2.849042791
0, 29, -1.592737525, 2.228105899
0, 30, -0.684268429, 2.646057932
0, 31, 0.315122698, 2.611167034
0, 32, -0.460178818, 3.242758325
0, 33, -1.276476856, 3.820389274
0, 34, -0.634647018, 3.053542184
0, 35, -0.048679557, 2.243207602
0, 36, -0.774007558, 1.554804166
0, 37, -1.152629982, 0.629252947
0, 38, -0.489059107, 1.37736637
0, 39, 0.447852607, 1.027800297
0, 40, 1.363214023, 0.625167117
0, 41, 2.117409763, 1.281816785
0, 42, 3.116451199, 1.325591307
0, 43, 2.975001611, 0.335645847
0, 44, 2.886202229, 1.331695379
0, 45, 2.777044668, 2.325719839
0, 46, 3.716005923, 2.669742749
0, 47, 4.678209519, 2.397411628
0, 48, 3.877026183, 1.798992659
0, 49, 3.824532548, 0.8003714
0, 50, 4.105894765, 1.759973038
0, 51, 3.347810214, 2.412129318
0, 52, 3.492548008, 3.401599363
0, 53, 3.689282369, 2.421142535
0, 54, 4.656137825, 2.676466894
0, 55, 4.84222596, 1.693933838
0, 56, 4.843547028, 2.693932965
0, 57, 4.661210951, 3.677169231
0, 58, 5.003805008, 2.737685697
0, 59, 4.210961183, 2.12826083
0, 60, 4.267641854, 1.129868471
0, 61, 4.869990016, 1.928101953
0, 62, 5.28559636, 2.837646546
0, 63, 4.291950709, 2.725092914
